#:x t E B
43 1.3 -1.3562831282e-38 2.69022025738e-39
44 1.3 -2.66777343085e-40 5.20188515421e-41
45 1.3 -4.98180617474e-42 9.55404797159e-43
46 1.3 -8.84001731029e-44 1.66819368221e-44
47 1.3 -1.49181183549e-45 2.77136962154e-46
48 1.3 -2.39615236154e-47 4.38397860585e-48
49 1.3 -3.66514305798e-49 6.70314408135e-50

0 1.35 -0.235543493709 0.0123636695401
1 1.35 0.25868649441 -0.474431248843
2 1.35 0.704944128393 -0.843654597742
3 1.35 0.946736676266 -0.988344460454
4 1.35 0.98601922383 -0.92280704848
5 1.35 0.757581618044 -0.568460716076
6 1.35 0.318571865555 -0.118479912233
7 1.35 -0.125846951169 0.337720715696
8 1.35 -0.606397486026 0.80855629384
9 1.35 -0.981714860333 1.03644930434
10 1.35 -0.990878340786 0.879314838062
11 1.35 -0.695593642003 0.536191181094
12 1.35 -0.362349829412 0.248294286823
13 1.35 -0.146640773566 0.0908517727732
14 1.35 -0.0476874996124 0.0270577062397
15 1.35 -0.0127852082298 0.00671012285729
16 1.35 -0.00288301949465 0.00141077639201
17 1.35 -0.000555607209916 0.000255141219796
18 1.35 -9.27133764746e-05 4.01694376988e-05
19 1.35 -1.35423093901e-05 5.56111056241e-06
20 1.35 -1.74747093346e-06 6.82786948444e-07
21 1.35 -2.00776560856e-07 7.48962344294e-08
22 1.35 -2.06806607164e-08 7.38696196612e-09
23 1.35 -1.92112988436e-09 6.58788041734e-10
24 1.35 -1.61799942133e-10 5.339044257e-11
25 1.35 -1.24126485241e-11 3.94957090888e-12
26 1.35 -8.71037669259e-13 2.67755297445e-13
27 1.35 -5.61224202336e-14 1.66952361441e-14
28 1.35 -3.33156138566e-15 9.60578246229e-16
29 1.35 -1.82777033637e-16 5.11507377633e-17
30 1.35 -9.29374854837e-18 2.52774419537e-18
31 1.35 -4.39122729105e-19 1.1621509702e-19
32 1.35 -1.93261799749e-20 4.98242227926e-21
33 1.35 -7.94017389052e-22 1.99614041316e-22
34 1.35 -3.05158003874e-23 7.48807127109e-24
35 1.35 -1.09913912064e-24 2.63494538738e-25
36 1.35 -3.71687577452e-26 8.71234676973e-27
37 1.35 -1.18198711595e-27 2.71112524217e-28
38 1.35 -3.5401440689e-29 7.95166994372e-30
39 1.35 -1.00005387198e-30 2.20121931604e-31
40 1.35 -2.66809445994e-32 5.75875092932e-33
41 1.35 -6.73130134482e-34 1.42554893994e-34
42 1.35 -1.60778542072e-35 3.34288521798e-36
43 1.35 -3.63972569648e-37 7.43383956539e-38
44 1.35 -7.81758197885e-39 1.56926617922e-39
45 1.35 -1.59464726828e-40 3.14764308202e-41
46 1.35 -3.09204443297e-42 6.00440065232e-43
47 1.35 -5.70417992914e-44 1.09022663298e-44
48 1.35 -1.00198924404e-45 1.88571188357e-46
49 1.35 -1.6768165231e-47 3.15824597887e-48

0 1.4 -0.468688736495 0.256693360332
1 1.4 0.0128593551675 -0.236809450667
2 1.4 0.502237941659 -0.689501499312
3 1.4 0.853801021838 -0.93812486019
4 1.4 0.993694416184 -0.993487001345
5 1.4 0.910131215416 -0.769244240362
6 1.4 0.540883531553 -0.339953643713
7 1.4 0.0989878912697 0.101546727491
8 1.4 -0.365351922731 0.589982443384
9 1.4 -0.834427608595 0.97408311832
10 1.4 -1.03538806853 0.993945090832
11 1.4 -0.858414212592 0.70742317413
12 1.4 -0.516302680248 0.37531993236
13 1.4 -0.237674941617 0.155367365803
14 1.4 -0.0870063376637 0.0518803439144
15 1.4 -0.0260601659836 0.0143300966045
16 1.4 -0.00652789862367 0.00333889586392
17 1.4 -0.00139141790365 0.000666594463098
18 1.4 -0.000255925949693 0.000115499383745
19 1.4 -4.1092979675e-05 1.75541541161e-05
20 1.4 -5.8161656824e-06 2.36141195436e-06
21 1.4 -7.31672209919e-07 2.83338510696e-07
22 1.4 -8.23963123869e-08 3.05271325641e-08
23 1.4 -8.35821457403e-09 2.97068173926e-09
24 1.4 -7.67912845231e-10 2.62459276297e-10
25 1.4 -6.4211391874e-11 2.11495891387e-11
26 1.4 -4.90792089198e-12 1.56086841853e-12
27 1.4 -3.44239729661e-13 1.05893160369e-13
28 1.4 -2.22347288089e-14 6.62624647526e-15
29 1.4 -1.32677972239e-15 3.83614067451e-16
30 1.4 -7.3354787802e-17 2.06045546929e-17
31 1.4 -3.76773491195e-18 1.02940811519e-18
32 1.4 -1.80227019944e-19 4.79504442476e-20
33 1.4 -8.04691207634e-21 2.08701018688e-21
34 1.4 -3.3605960096e-22 8.50470442877e-23
35 1.4 -1.31529321788e-23 3.25094305423e-24
36 1.4 -4.83314634214e-25 1.16769908757e-25
37 1.4 -1.67019211179e-26 3.94755839502e-27
38 1.4 -5.4363983189e-28 1.25794083424e-28
39 1.4 -1.66916526092e-29 3.78391539779e-30
40 1.4 -4.84088765366e-31 1.07584294652e-31
41 1.4 -1.32783942062e-32 2.89483427068e-33
42 1.4 -3.44892879147e-34 7.38030447186e-35
43 1.4 -8.49244734768e-36 1.7847556885e-36
44 1.4 -1.98451471154e-37 4.09814611575e-38
45 1.4 -4.40539254004e-39 8.94385214448e-40
46 1.4 -9.29896889242e-41 1.85690868314e-41
47 1.4 -1.86806814219e-42 3.67081970382e-43
48 1.4 -3.57457574462e-44 6.91514284877e-45
49 1.4 -6.5185439408e-46 1.2636263058e-46

0 1.45 -0.673659608266 0.48684084614
1 1.45 -0.231207871496 0.0113342326443
2 1.45 0.265432594526 -0.485183844808
3 1.45 0.708254736798 -0.839122537225
4 1.45 0.945268418696 -0.995059791405
5 1.45 0.992609533568 -0.919346703991
6 1.45 0.744238766151 -0.557263461958
7 1.45 0.318054673311 -0.123806360829
8 1.45 -0.124239134614 0.344793807627
9 1.45 -0.620917735132 0.822227230689
10 1.45 -0.9870110528 1.03298742752
11 1.45 -0.980033879211 0.86675337634
12 1.45 -0.685314165594 0.529621365748
13 1.45 -0.360186437062 0.248724002318
14 1.45 -0.148703291688 0.0932409761969
15 1.45 -0.0497937914646 0.028694850421
16 1.45 -0.0138546763129 0.0074070060276
17 1.45 -0.0032641987973 0.00163114682369
18 1.45 -0.000661112290039 0.000310683371516
19 1.45 -0.000116536264696 5.17656162478e-05
20 1.45 -1.80638619835e-05 7.61726828229e-06
21 1.45 -2.48379019641e-06 9.97968251029e-07
22 1.45 -3.05230351854e-07 1.17229161728e-07
23 1.45 -3.37422055528e-08 1.24224983052e-08
24 1.45 -3.37464526865e-09 1.19391013127e-09
25 1.45 -3.06888619447e-10 1.04567221669e-10
26 1.45 -2.54906758361e-11 8.38169777918e-12
27 1.45 -1.9416821462e-12 6.17227650027e-13
28 1.45 -1.3612810993e-13 4.19025490867e-14
29 1.45 -8.81291577296e-15 2.63077836487e-15
30 1.45 -5.28439328167e-16 1.53187824304e-16
31 1.45 -2.94282604086e-17 8.29474730178e-18
32 1.45 -1.52588035554e-18 4.18669770908e-19
33 1.45 -7.38361341594e-20 1.9742338189e-20
34 1.45 -3.34148451652e-21 8.71526227926e-22
35 1.45 -1.41707549886e-22 3.60868176203e-23
36 1.45 -5.64194899233e-24 1.40402841964e-24
37 1.45 -2.11247819667e-25 5.14141454764e-26
38 1.45 -7.45034664186e-27 1.77476641408e-27
39 1.45 -2.47873850441e-28 5.78336546164e-29
40 1.45 -7.79044682223e-30 1.78151826708e-30
41 1.45 -2.3160132047e-31 5.19425395595e-32
42 1.45 -6.5208105937e-33 1.43515578381e-33
43 1.45 -1.74079241413e-34 3.76189683672e-35
44 1.45 -4.41113889688e-36 9.36499020931e-37
45 1.45 -1.06208454048e-37 2.21633170204e-38
46 1.45 -2.43216504965e-39 4.99113324458e-40
47 1.45 -5.30212677268e-41 1.07050288106e-41
48 1.45 -1.10130052725e-42 2.18861673499e-43
49 1.45 -2.1805566911e-44 4.34805389496e-45

0 1.5 -0.836637307922 0.688966879006
1 1.5 -0.461698002641 0.254579385204
2 1.5 0.0149618360103 -0.245752917939
3 1.5 0.51207957213 -0.690730242635
4 1.5 0.848835448575 -0.938626182821
5 1.5 1.0022613139 -0.999179577245
6 1.5 0.903357493595 -0.755857406557
7 1.5 0.532117280332 -0.340327213338
8 1.5 0.104373229782 0.10059090507
9 1.5 -0.374481612127 0.604519828611
10 1.5 -0.8469866573 0.979347731844
11 1.5 -1.03057340903 0.983468299521
12 1.5 -0.846166057518 0.697199829948
13 1.5 -0.510387951788 0.372917213453
14 1.5 -0.238299747489 0.157267832802
15 1.5 -0.0893280976886 0.0539725640046
16 1.5 -0.0276193155418 0.0154363564846
17 1.5 -0.00719104755496 0.00374799767767
18 1.5 -0.00160264989264 0.000784102364961
19 1.5 -0.000309825400343 0.000143064574093
20 1.5 -5.25285205713e-05 2.29968910462e-05
21 1.5 -7.88287099301e-06 3.28476336598e-06
22 1.5 -1.05537899188e-06 4.19982148178e-07
23 1.5 -1.26918641118e-07 4.83752019518e-08
24 1.5 -1.37917165589e-08 5.04791671039e-09
25 1.5 -1.36132938536e-09 4.79568094529e-10
26 1.5 -1.22625743303e-10 4.16633487084e-11
27 1.5 -1.01223577317e-11 3.32310064881e-12
28 1.5 -7.68582306372e-13 2.44213564022e-13
29 1.5 -5.38616896936e-14 1.65897621288e-14
30 1.5 -3.4945322096e-15 1.04480850892e-15
31 1.5 -2.10494142499e-16 6.11691439394e-17
32 1.5 -1.18019445831e-17 3.3373709723e-18
33 1.5 -6.17391723224e-19 1.70076990791e-19
34 1.5 -3.02004490376e-20 8.11284371708e-21
35 1.5 -1.38417923391e-21 3.62942233083e-22
36 1.5 -5.95545920289e-23 1.52555883524e-23
37 1.5 -2.40958871287e-24 6.0350861039e-25
38 1.5 -9.18300213094e-26 2.25054653845e-26
39 1.5 -3.30143936473e-27 7.92291482843e-28
40 1.5 -1.12129333976e-28 2.63679470437e-29
41 1.5 -3.60258434597e-30 8.30666671702e-31
42 1.5 -1.09631250593e-31 2.4800885143e-32
43 1.5 -3.16368790925e-33 7.02581993108e-34
44 1.5 -8.66713864695e-35 1.89054469847e-35
45 1.5 -2.25650757757e-36 4.83705438204e-37
46 1.5 -5.58865436939e-38 1.17787261242e-38
47 1.5 -1.31793431151e-39 2.73234334763e-40
48 1.5 -2.96197077092e-41 6.04324515911e-42
49 1.5 -6.34685475834e-43 1.30110743566e-43

0 1.55 -0.946614346504 0.848962578618
1 1.55 -0.6666138515 0.481429168825
2 1.55 -0.230878821012 0.00761286826621
3 1.55 0.276587215681 -0.493809363039
4 1.55 0.706350183398 -0.834748170518
5 1.55 0.94907879985 -1.00426348826
6 1.55 0.995549365744 -0.911476273092
7 1.55 0.731026324633 -0.549600173388
8 1.55 0.320465131196 -0.128987325777
9 1.55 -0.125353413158 0.354296359356
10 1.55 -0.635738466311 0.834622690621
11 1.55 -0.990579335933 1.02844176687
12 1.55 -0.969172413071 0.854754492419
13 1.55 -0.675741250663 0.523558604562
14 1.55 -0.358199819042 0.249125580245
15 1.55 -0.150625545883 0.0954866860485
16 1.55 -0.0518006264335 0.0302759709505
17 1.55 -0.0149071698334 0.00810460472696
18 1.55 -0.00365463287712 0.00186137048864
19 1.55 -0.000774289206145 0.000371588555648
20 1.55 -0.000143441230813 6.51781850573e-05
21 1.55 -2.34647376376e-05 1.0136589949e-05
22 1.55 -3.41776118503e-06 1.40862052617e-06
23 1.55 -4.46434973223e-07 1.76082033213e-07
24 1.55 -5.2621804386e-08 1.99156072908e-08
25 1.55 -5.62775508423e-09 2.04864745188e-09
26 1.55 -5.48738909019e-10 1.92541472683e-10
27 1.55 -4.89925292903e-11 1.66013607066e-11
28 1.55 -4.02076399041e-12 1.31803503309e-12
29 1.55 -3.04382674691e-13 9.66771448415e-14
30 1.55 -2.13226765706e-14 6.57132561651e-15
31 1.55 -1.3862139885e-15 4.15068016949e-16
32 1.55 -8.38563353276e-17 2.4424615179e-17
33 1.55 -4.73168288517e-18 1.34213302184e-18
34 1.55 -2.49599831246e-19 6.90179566175e-20
35 1.55 -1.2334553104e-20 3.32810720192e-21
36 1.55 -5.72122763636e-22 1.50767966111e-22
37 1.55 -2.49527983643e-23 6.42760922232e-24
38 1.55 -1.02503380006e-24 2.5829745681e-25
39 1.55 -3.9721245699e-26 9.7988935549e-27
40 1.55 -1.45414153157e-27 3.51426576799e-28
41 1.55 -5.03597361664e-29 1.19307923478e-29
42 1.55 -1.65200273017e-30 3.83904166606e-31
43 1.55 -5.13940697348e-32 1.1722089753e-32
44 1.55 -1.51804284526e-33 3.40013665911e-34
45 1.55 -4.26176477422e-35 9.37886122757e-36
46 1.55 -1.13833198407e-36 2.46260306552e-37
47 1.55 -2.89559516272e-38 6.16075767239e-39
48 1.55 -7.02083967491e-40 1.46979524862e-40
49 1.55 -1.62327625506e-41 3.4194510048e-42

0 1.6 -0.996824937101 0.954865786153
1 1.6 -0.832596900792 0.68155209945
2 1.6 -0.459107919842 0.254609384988
3 1.6 0.02186801223 -0.257634539225
4 1.6 0.517597678695 -0.687629188874
5 1.6 0.846324676791 -0.944191136923
6 1.6 1.01136635074 -1.00088903521
7 1.6 0.893163562136 -0.74314233749
8 1.6 0.527058751202 -0.34324095811
9 1.6 0.108858083151 0.102263719094
10 1.6 -0.385603946874 0.619272054266
11 1.6 -0.858130315215 0.98298055477
12 1.6 -1.02488847894 0.972957954549
13 1.6 -0.834506018257 0.687646777517
14 1.6 -0.504919092425 0.370700917414
15 1.6 -0.238881170246 0.159040925881
16 1.6 -0.0915157771575 0.055965634175
17 1.6 -0.029128056776 0.0165227159526
18 1.6 -0.00785543182285 0.00416514150628
19 1.6 -0.00182317657283 0.000909252616152
20 1.6 -0.000368782243498 0.000173883753719
21 1.6 -6.56953971065e-05 2.94130086191e-05
22 1.6 -1.03979999742e-05 4.43687805312e-06
23 1.6 -1.47328001465e-06 6.01072314564e-07
24 1.6 -1.88092528489e-07 7.35770915189e-08
25 1.6 -2.17612218685e-08 8.18195622158e-09
26 1.6 -2.29300029419e-09 8.30492497903e-10
27 1.6 -2.21042636752e-10 7.72718304194e-11
28 1.6 -1.95721359631e-11 6.61559280651e-12
29 1.6 -1.59756153894e-12 5.22966145652e-13
30 1.6 -1.20601777337e-13 3.82906935928e-14
31 1.6 -8.44537182313e-15 2.6041508066e-15
32 1.6 -5.50090601905e-16 1.64940230514e-16
33 1.6 -3.3410611749e-17 9.752535244e-18
34 1.6 -1.8965669871e-18 5.39511867458e-19
35 1.6 -1.00834336903e-19 2.79812601386e-20
36 1.6 -5.03107212128e-21 1.36314615298e-21
37 1.6 -2.36003946473e-22 6.24877634019e-23
38 1.6 -1.04261733288e-23 2.69986204578e-24
39 1.6 -4.34478912486e-25 1.10116368466e-25
40 1.6 -1.71039761263e-26 4.24573550686e-27
41 1.6 -6.36965658078e-28 1.54964746762e-28
42 1.6 -2.24695509355e-29 5.36098312178e-30
43 1.6 -7.51739106806e-31 1.75997931493e-31
44 1.6 -2.38802035682e-32 5.48924154692e-33
45 1.6 -7.21077698654e-34 1.62825035436e-34
46 1.6 -2.07179964902e-35 4.59802064547e-36
47 1.6 -5.669686165e-37 1.23729905064e-37
48 1.6 -1.47916575978e-38 3.17562442228e-39
49 1.6 -3.68016151347e-40 7.96225740858e-41

0 1.65 -0.985013901778 0.999410528589
1 1.65 -0.946570867463 0.843149419055
2 1.65 -0.660425908209 0.480766309108
3 1.65 -0.229594996852 -0.00127273307542
4 1.65 0.287999715405 -0.497470909268
5 1.65 0.702055138893 -0.833730311589
6 1.65 0.957137274626 -1.01309941478
7 1.65 0.994114224642 -0.900778100228
8 1.65 0.719553635078 -0.545496087765
9 1.65 0.324606364154 -0.133124699081
10 1.65 -0.129074076055 0.36562040232
11 1.65 -0.650388292308 0.845663946249
12 1.65 -0.992654726021 1.02306257887
13 1.65 -0.958399034342 0.843300448422
14 1.65 -0.666794140008 0.517933539346
15 1.65 -0.356361539417 0.249499092184
16 1.65 -0.152422749108 0.0976037945083
17 1.65 -0.0537165748639 0.0318043726768
18 1.65 -0.0159422005337 0.00880135926715
19 1.65 -0.00405282227975 0.00210042845826
20 1.65 -0.000894666398969 0.000437678742196
21 1.65 -0.000173428851851 8.04561443559e-05
22 1.65 -2.97991960459e-05 1.31608120054e-05
23 1.65 -4.57472612196e-06 1.92993715512e-06
24 1.65 -6.31795628452e-07 2.55343655276e-07
25 1.65 -7.89637731289e-08 3.06523416727e-08
26 1.65 -8.9783115711e-09 3.35512166188e-09
27 1.65 -9.3302746379e-10 3.36334167739e-10
28 1.65 -8.89874724544e-11 3.10002106965e-11
29 1.65 -7.81839292271e-12 2.63653194151e-12
30 1.65 -6.34927817884e-13 2.07575065549e-13
31 1.65 -4.78057121092e-14 1.51727770503e-14
32 1.65 -3.34655646048e-15 1.03244734457e-15
33 1.65 -2.18369760745e-16 6.55622076774e-17
34 1.65 -1.33133332482e-17 3.89410715136e-18
35 1.65 -7.60022221724e-19 2.16791495646e-19
36 1.65 -4.07085976336e-20 1.13344785198e-20
37 1.65 -2.04964641888e-21 5.57533900156e-22
38 1.65 -9.71764680712e-23 2.58454102206e-23
39 1.65 -4.34548612188e-24 1.13089337085e-24
40 1.65 -1.83556851447e-25 4.67762946454e-26
41 1.65 -7.33459309404e-27 1.83145346484e-27
42 1.65 -2.77609854921e-28 6.79665863004e-29
43 1.65 -9.96535231223e-30 2.39361760251e-30
44 1.65 -3.39674531874e-31 8.00891060644e-32
45 1.65 -1.10060167475e-32 2.54872451519e-33
46 1.65 -3.39352821812e-34 7.72233210655e-35
47 1.65 -9.9668772822e-36 2.2298282658e-36
48 1.65 -2.79101380297e-37 6.1418250427e-38
49 1.65 -7.45379708828e-39 1.65562206448e-39

0 1.7 -0.912743533362 0.980955303411
1 1.7 -0.999151668872 0.953412246289
2 1.7 -0.825358376076 0.677106799167
3 1.7 -0.460013557019 0.251882080604
4 1.7 0.0331772077506 -0.268194246685
5 1.7 0.518027541149 -0.6833797222
6 1.7 0.848222499887 -0.953292073531
7 1.7 1.01857799268 -0.998348783983
8 1.7 0.881320776977 -0.732427457642
9 1.7 0.525327864924 -0.347580897499
10 1.7 0.111803335414 0.106414771702
11 1.7 -0.398129076588 0.633820327819
12 1.7 -0.867857497753 0.985196500146
13 1.7 -1.01855024146 0.962512731576
14 1.7 -0.823403894324 0.678691140926
15 1.7 -0.499835839391 0.368642656047
16 1.7 -0.239421594792 0.160699988005
17 1.7 -0.0935827891213 0.0578680648396
18 1.7 -0.030589133709 0.0175890338367
19 1.7 -0.00851959089722 0.00458890588415
20 1.7 -0.00205207332367 0.0010415413878
21 1.7 -0.000432634722839 0.000207936778421
22 1.7 -8.0638585667e-05 3.68532802497e-05
23 1.7 -1.3400406057e-05 5.8440141459e-06
24 1.7 -1.99976814958e-06 8.34764273258e-07
25 1.7 -2.69676157612e-07 1.08039536563e-07
26 1.7 -3.30432913808e-08 1.27352902491e-08
27 1.7 -3.69659154614e-09 1.37350231237e-09
28 1.7 -3.79198378757e-10 1.36087877317e-10
29 1.7 -3.58058764294e-11 1.24329727398e-11
30 1.7 -3.12303394186e-12 1.05084649102e-12
31 1.7 -2.5240886274e-13 8.24183983634e-14
32 1.7 -1.8957770625e-14 6.01488770279e-15
33 1.7 -1.32668562147e-15 4.09494098859e-16
34 1.7 -8.67156180966e-17 2.60672565869e-17
35 1.7 -5.30571228653e-18 1.55490527237e-18
36 1.7 -3.04511003848e-19 8.70839293825e-20
37 1.7 -1.64250334235e-20 4.58775900545e-21
38 1.7 -8.34116097045e-22 2.27740083237e-22
39 1.7 -3.99470265807e-23 1.06697111009e-23
40 1.7 -1.80698133324e-24 4.72490507405e-25
41 1.7 -7.73151921672e-26 1.98049040771e-26
42 1.7 -3.13335581536e-27 7.86803497912e-28
43 1.7 -1.20432701913e-28 2.96629415406e-29
44 1.7 -4.3953403474e-30 1.06249216325e-30
45 1.7 -1.52492159751e-31 3.61977200108e-32
46 1.7 -5.03472089406e-33 1.1741793927e-33
47 1.7 -1.58349469724e-34 3.6300672273e-35
48 1.7 -4.74884251752e-36 1.0706234099e-36
49 1.7 -1.35823211203e-37 3.09594310369e-38

0 1.75 -0.784571538053 0.902436375651
1 1.75 -0.98719815704 1.00201443176
2 1.75 -0.942384709419 0.836000519815
3 1.75 -0.658828180178 0.482035172555
4 1.75 -0.223777985909 -0.0134742191472
5 1.75 0.2960266913 -0.496522872092
6 1.75 0.698657886826 -0.837246847122
7 1.75 0.967302973847 -1.01954137012
8 1.75 0.98876187915 -0.888933790043
9 1.75 0.710688557984 -0.544487262333
10 1.75 0.3294420178 -0.135685586527
11 1.75 -0.135120326989 0.378224837669
12 1.75 -0.664547509601 0.855354582839
13 1.75 -0.993453628736 1.01704910127
14 1.75 -0.947784423485 0.832366435458
15 1.75 -0.658403801401 0.512689481779
16 1.75 -0.354649108488 0.249845122623
17 1.75 -0.154107729139 0.0996049096619
18 1.75 -0.0555490816838 0.0332830940895
19 1.75 -0.0169595172645 0.00949600718171
20 1.75 -0.00445746439473 0.00234739579453
21 1.75 -0.00102178642324 0.000508762995543
22 1.75 -0.000206480907234 9.76343909903e-05
23 1.75 -3.711421058e-05 1.67283772468e-05
24 1.75 -5.9793273911e-06 2.57723812768e-06
25 1.75 -8.69100645865e-07 3.59235330176e-07
26 1.75 -1.14625416366e-07 4.55479386213e-08
27 1.75 -1.37871369011e-08 5.27828028788e-09
28 1.75 -1.51912126811e-09 5.61426178715e-10
29 1.75 -1.53947611501e-10 5.5020123442e-11
30 1.75 -1.4400531484e-11 4.98505326633e-12
31 1.75 -1.24745092674e-12 4.18879961638e-13
32 1.75 -1.00367753869e-13 3.27350832912e-14
33 1.75 -7.52083587962e-15 2.38544693123e-15
34 1.75 -5.26159652836e-16 1.62478364938e-16
35 1.75 -3.44462138827e-17 1.03668605465e-17
36 1.75 -2.11473246939e-18 6.20883195788e-19
37 1.75 -1.21985899722e-19 3.49707348042e-20
38 1.75 -6.62360295595e-21 1.85564965493e-21
39 1.75 -3.39113941742e-22 9.29172564654e-23
40 1.75 -1.63965042547e-23 4.39716028659e-24
41 1.75 -7.49815920051e-25 1.96946373901e-25
42 1.75 -3.24757560466e-26 8.36005950082e-27
43 1.75 -1.3339269149e-27 3.36749794745e-28
44 1.75 -5.20243268692e-29 1.28872643213e-29
45 1.75 -1.92879215846e-30 4.69092969689e-31
46 1.75 -6.80524192938e-32 1.62578878253e-32
47 1.75 -2.28733355333e-33 5.37048468681e-34
48 1.75 -7.33107193639e-35 1.6925099851e-35
49 1.75 -2.24081423796e-36 5.23953340338e-37

0 1.8 -0.607776374599 0.76955655202
1 1.8 -0.913688258164 0.984836153838
2 1.8 -1.00011399145 0.947760441856
3 1.8 -0.819675642773 0.677330858023
4 1.8 -0.46020402281 0.244241761712
5 1.8 0.0456371955653 -0.274641815305
6 1.8 0.515130021064 -0.680924737665
7 1.8 0.854536727597 -0.963755462935
8 1.8 1.02254217808 -0.992231184107
9 1.8 0.869394275366 -0.72437495911
10 1.8 0.526247267124 -0.352407427175
11 1.8 0.112886493334 0.112762138428
12 1.8 -0.411559591425 0.647878862482
13 1.8 -0.876223145701 0.986193848763
14 1.8 -1.01172931253 0.952200428479
15 1.8 -0.812826573881 0.670270045835
16 1.8 -0.495088839706 0.366719721328
17 1.8 -0.239923427902 0.162256346954
18 1.8 -0.0955405578931 0.0596872557597
19 1.8 -0.0320050972219 0.0186353476468
20 1.8 -0.00918232999533 0.0050180602513
21 1.8 -0.00228849712824 0.00118048589236
22 1.8 -0.00050120924276 0.000245186687876
23 1.8 -9.73903502515e-05 4.5360887986e-05
24 1.8 -1.69259115858e-05 7.53144527404e-06
25 1.8 -2.64933084738e-06 1.1295357053e-06
26 1.8 -3.75731889314e-07 1.53885707514e-07
27 1.8 -4.85361129829e-08 1.91395342875e-08
28 1.8 -5.73746230139e-09 2.18280422101e-09
29 1.8 -6.23225987373e-10 2.29171928674e-10
30 1.8 -6.24395996639e-11 2.22286369381e-11
31 1.8 -5.78927693786e-12 1.99831694579e-12
32 1.8 -4.98269389739e-13 1.66988088951e-13
33 1.8 -3.99198763758e-14 1.30057803466e-14
34 1.8 -2.9847442511e-15 9.46415541538e-16
35 1.8 -2.08754951655e-16 6.44915149889e-17
36 1.8 -1.36873165212e-17 4.12387013223e-18
37 1.8 -8.42989281158e-19 2.47930162027e-19
38 1.8 -4.88602978506e-20 1.4039670444e-20
39 1.8 -2.66976342985e-21 7.50094040797e-22
40 1.8 -1.37744453923e-22 3.78691856125e-23
41 1.8 -6.72073521413e-24 1.80927464446e-24
42 1.8 -3.1053904857e-25 8.19159987797e-26
43 1.8 -1.36066229918e-26 3.51916921737e-27
44 1.8 -5.66060493786e-28 1.43630727429e-28
45 1.8 -2.23854565533e-29 5.5755639109e-30
46 1.8 -8.42447950556e-31 2.06079667534e-31
47 1.8 -3.02030646046e-32 7.25991410404e-33
48 1.8 -1.03257501635e-33 2.4401229252e-34
49 1.8 -3.36636902962e-35 8.07159734616e-36

0 1.85 -0.392576790816 0.589788229096
1 1.85 -0.785399492663 0.904981924065
2 1.85 -0.991792629314 1.00143987871
3 1.85 -0.935502643991 0.83199807389
4 1.85 -0.660772538155 0.481102079777
5 1.85 -0.213404055956 -0.0255269460839
6 1.85 0.299338440054 -0.493157231849
7 1.85 0.698397049642 -0.844823212664
8 1.85 0.977415018785 -1.02259711842
9 1.85 0.980548331948 -0.877349419479
10 1.85 0.704713911339 -0.545891796408
11 1.85 0.334163809855 -0.136411564574
12 1.85 -0.143142192615 0.391654546314
13 1.85 -0.678009809769 0.86374672291
14 1.85 -0.9931687104 1.01055955285
15 1.85 -0.937375186295 0.82192437683
16 1.85 -0.650511044972 0.507779604513
17 1.85 -0.353044495211 0.250164559407
18 1.85 -0.155691411756 0.101500812553
19 1.85 -0.0573046630258 0.0347149283336
20 1.85 -0.0179590431435 0.0101875245346
21 1.85 -0.00486742477053 0.00260143355651
22 1.85 -0.0011552096585 0.000584642783187
23 1.85 -0.000242563994294 0.000116735511483
24 1.85 -4.54498578753e-05 2.08743418047e-05
25 1.85 -7.65527954643e-06 3.36579033428e-06
26 1.85 -1.16642557476e-06 4.92265526463e-07
27 1.85 -1.61664877605e-07 6.56456148273e-08
28 1.85 -2.04808093926e-08 8.01864801464e-09
29 1.85 -2.3819130274e-09 9.00874477551e-10
30 1.85 -2.55287464115e-10 9.34311119154e-11
31 1.85 -2.53028029474e-11 8.97479336104e-12
32 1.85 -2.32654624575e-12 8.00888321478e-13
33 1.85 -1.99023488665e-13 6.65775928339e-14
34 1.85 -1.58812877546e-14 5.16876629206e-15
35 1.85 -1.1849548827e-15 3.7562519502e-16
36 1.85 -8.28545998469e-17 2.56071038043e-17
37 1.85 -5.4402836217e-18 1.64083286004e-18
38 1.85 -3.36080531857e-19 9.9006857507e-20
39 1.85 -1.95682083999e-20 5.63517267354e-21
40 1.85 -1.07562711464e-21 3.030293626e-22
41 1.85 -5.59043504554e-23 1.54186918988e-23
42 1.85 -2.75125242924e-24 7.43369808065e-25
43 1.85 -1.28382385328e-25 3.40039348869e-26
44 1.85 -5.68754199989e-27 1.47760673234e-27
45 1.85 -2.39502344881e-28 6.10663009853e-29
46 1.85 -9.59739005125e-30 2.40290533225e-30
47 1.85 -3.6636990081e-31 9.01191453799e-32
48 1.85 -1.33367237258e-32 3.2246811202e-33
49 1.85 -4.62915323819e-34 1.13779434564e-34

0 1.9 -0.152186418718 0.372734584858
1 1.9 -0.610551484117 0.770555723915
2 1.9 -0.918394969905 0.989292021094
3 1.9 -0.996733604657 0.941022588301
4 1.9 -0.818487039799 0.679856367662
5 1.9 -0.456451955089 0.232762142834
6 1.9 0.055969759811 -0.276493448304
7 1.9 0.511521422919 -0.681978825974
8 1.9 0.864071205514 -0.973613353687
9 1.9 1.02288261433 -0.983635022908
